COUNTY,HD_CODE,HD_NAME,CD_CODE,CD_NAME,PARTY,SYSDATE,COUNT(V.ID)
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Other,04/01/2017,71
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Progressive,07/01/2017,15
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Working Families Party of Oregon,11/01/2016,53
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Libertarian,09/01/2017,173
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Progressive,04/01/2017,6
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Working Families Party of Oregon,09/01/2017,54
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Progressive,01/01/2017,6
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Nonaffiliated,06/01/2017,6519
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Republican,06/01/2017,5084
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Pacific Green,10/01/2017,49
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Democrat,12/01/2016,6570
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Libertarian,01/01/2017,148
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Constitution,09/01/2017,20
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Nonaffiliated,10/01/2017,6869
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Progressive,03/01/2017,6
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Independent Party,01/01/2017,1345
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Democrat,04/01/2017,10818
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Other,09/01/2017,140
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Pacific Green,04/01/2017,41
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Nonaffiliated,05/01/2017,6527
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Progressive,10/01/2017,10
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Republican,09/01/2017,9021
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Other,10/01/2017,148
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Independent Party,03/01/2017,883
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Independent Party,09/01/2017,864
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Working Families Party of Oregon,03/01/2017,48
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Nonaffiliated,04/01/2017,6535
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Working Families Party of Oregon,01/01/2017,49
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Progressive,09/01/2017,15
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Libertarian,05/01/2017,150
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Constitution,10/01/2017,18
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Working Families Party of Oregon,07/01/2017,49
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Nonaffiliated,09/01/2017,5352
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Working Families Party of Oregon,05/01/2017,49
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Progressive,12/01/2016,6
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Other,12/01/2016,146
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Democrat,07/01/2017,10673
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Working Families Party of Oregon,04/01/2017,58
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Democrat,11/01/2016,6626
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Democrat,02/01/2017,10806
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Libertarian,10/01/2017,172
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Republican,03/01/2017,9176
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Working Families Party of Oregon,09/01/2017,46
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Pacific Green,10/01/2017,49
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Working Families Party of Oregon,12/01/2016,47
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Nonaffiliated,10/01/2017,5426
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Constitution,12/01/2016,16
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Nonaffiliated,02/01/2017,6378
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Democrat,04/01/2017,6568
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Progressive,02/01/2017,15
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Libertarian,12/01/2016,181
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Nonaffiliated,07/01/2017,5162
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Independent Party,05/01/2017,887
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Nonaffiliated,12/01/2016,4717
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Pacific Green,06/01/2017,39
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Working Families Party of Oregon,06/01/2017,55
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Libertarian,07/01/2017,174
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Constitution,07/01/2017,18
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Libertarian,05/01/2017,170
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Pacific Green,05/01/2017,55
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Nonaffiliated,01/01/2017,6328
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Republican,05/01/2017,9094
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Pacific Green,11/14/2017,44
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Progressive,11/14/2017,11
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Working Families Party of Oregon,11/14/2017,52
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Independent Party,11/14/2017,867
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Nonaffiliated,11/14/2017,6856
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Pacific Green,11/14/2017,48
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Other,11/14/2017,148
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Republican,11/14/2017,5100
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Working Families Party of Oregon,11/14/2017,48
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Democrat,11/14/2017,10697
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Independent Party,11/14/2017,1363
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Libertarian,11/14/2017,166
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Libertarian,11/14/2017,150
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Other,11/14/2017,71
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Constitution,11/14/2017,19
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Progressive,11/14/2017,16
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Democrat,11/14/2017,6480
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Nonaffiliated,11/14/2017,5504
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Constitution,11/14/2017,17
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Republican,11/14/2017,8984
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Working Families Party of Oregon,11/03/2017,48
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Working Families Party of Oregon,11/03/2017,53
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Progressive,11/03/2017,11
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Other,11/03/2017,70
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Independent Party,11/03/2017,1366
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Nonaffiliated,11/03/2017,5500
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Republican,11/03/2017,5096
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Democrat,11/03/2017,6511
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Independent Party,11/03/2017,870
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Progressive,11/03/2017,16
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Pacific Green,11/03/2017,47
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Libertarian,11/03/2017,150
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Libertarian,11/03/2017,169
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Pacific Green,11/03/2017,48
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Republican,11/03/2017,9006
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Nonaffiliated,11/03/2017,6864
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Other,11/03/2017,147
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Democrat,11/03/2017,10712
WASHINGTON,SR37,House District 37,1st Cong,US Congressional District 1,Constitution,11/03/2017,19
CLACKAMAS,SR37,House District 37,5th Cong,US Congressional District 5,Constitution,11/03/2017,17
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Progressive,03/11/2019,16
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Nonaffiliated,03/11/2019,5081
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Working Families Party of Oregon,03/11/2019,21
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Other,03/11/2019,132
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Nonaffiliated,03/11/2019,7088
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Libertarian,03/11/2019,148
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Other,03/11/2019,17
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Independent Party,03/11/2019,118
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Working Families Party of Oregon,03/11/2019,60
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Democrat,03/11/2019,11188
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Working Families Party of Oregon,03/11/2019,5
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Democrat,03/11/2019,1432
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Independent Party,03/11/2019,778
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Progressive,03/11/2019,9
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Constitution,03/11/2019,1
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Progressive,03/11/2019,2
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Libertarian,03/11/2019,23
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Nonaffiliated,03/11/2019,706
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Other,03/11/2019,111
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Democrat,03/11/2019,11344
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Independent Party,03/11/2019,1418
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Pacific Green,03/11/2019,11
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Libertarian,03/11/2019,133
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Pacific Green,03/11/2019,105
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Republican,03/11/2019,7304
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Constitution,03/11/2019,5
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Constitution,03/11/2019,10
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Pacific Green,03/11/2019,64
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Republican,03/11/2019,481
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Republican,03/11/2019,2499
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Progressive,02/08/2019,17
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Nonaffiliated,02/08/2019,5063
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Working Families Party of Oregon,02/08/2019,21
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Other,02/08/2019,134
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Nonaffiliated,02/08/2019,7040
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Libertarian,02/08/2019,146
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Other,02/08/2019,16
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Independent Party,02/08/2019,117
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Working Families Party of Oregon,02/08/2019,63
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Democrat,02/08/2019,11207
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Working Families Party of Oregon,02/08/2019,5
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Democrat,02/08/2019,1444
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Independent Party,02/08/2019,774
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Progressive,02/08/2019,10
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Constitution,02/08/2019,1
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Progressive,02/08/2019,2
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Libertarian,02/08/2019,22
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Nonaffiliated,02/08/2019,700
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Other,02/08/2019,110
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Democrat,02/08/2019,11330
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Independent Party,02/08/2019,1413
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Pacific Green,02/08/2019,10
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Libertarian,02/08/2019,136
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Pacific Green,02/08/2019,112
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Republican,02/08/2019,7335
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Constitution,02/08/2019,11
CLACKAMAS,SR38,House District 38,5th Cong,"US Representative, 5th District",Pacific Green,02/08/2019,64
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Constitution,02/08/2019,6
MULTNOMAH,SR38,House District 38,5th Cong,"US Representative, 5th District",Republican,02/08/2019,478
MULTNOMAH,SR38,House District 38,3rd Cong,"US Representative, 3rd District",Republican,02/08/2019,2515
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Other,01/10/2019,16
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Independent Party,01/10/2019,116
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Libertarian,01/10/2019,147
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Working Families Party of Oregon,01/10/2019,5
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Democrat,01/10/2019,11226
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Democrat,01/10/2019,11312
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Nonaffiliated,01/10/2019,686
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Libertarian,01/10/2019,135
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Working Families Party of Oregon,01/10/2019,62
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Pacific Green,01/10/2019,63
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Pacific Green,01/10/2019,10
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Working Families Party of Oregon,01/10/2019,21
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Republican,01/10/2019,7354
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Constitution,01/10/2019,1
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Pacific Green,01/10/2019,111
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Constitution,01/10/2019,11
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Democrat,01/10/2019,1452
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Progressive,01/10/2019,10
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Independent Party,01/10/2019,1410
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Nonaffiliated,01/10/2019,6972
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Other,01/10/2019,133
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Progressive,01/10/2019,2
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Libertarian,01/10/2019,24
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Nonaffiliated,01/10/2019,4995
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Republican,01/10/2019,483
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Independent Party,01/10/2019,772
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Constitution,01/10/2019,6
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Republican,01/10/2019,2516
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Progressive,01/10/2019,18
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Other,01/10/2019,110
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Other,12/07/2018,16
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Independent Party,12/07/2018,116
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Libertarian,12/07/2018,148
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Working Families Party of Oregon,12/07/2018,6
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Democrat,12/07/2018,11232
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Democrat,12/07/2018,11329
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Nonaffiliated,12/07/2018,674
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Libertarian,12/07/2018,135
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Working Families Party of Oregon,12/07/2018,63
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Pacific Green,12/07/2018,62
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Pacific Green,12/07/2018,9
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Working Families Party of Oregon,12/07/2018,20
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Republican,12/07/2018,7373
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Constitution,12/07/2018,1
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Pacific Green,12/07/2018,109
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Constitution,12/07/2018,11
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Democrat,12/07/2018,1457
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Progressive,12/07/2018,10
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Independent Party,12/07/2018,1413
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Nonaffiliated,12/07/2018,6943
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Other,12/07/2018,135
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Progressive,12/07/2018,2
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Libertarian,12/07/2018,25
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Nonaffiliated,12/07/2018,4958
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Republican,12/07/2018,483
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Independent Party,12/07/2018,775
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Constitution,12/07/2018,6
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Republican,12/07/2018,2516
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Progressive,12/07/2018,19
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Other,12/07/2018,111
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Independent Party,11/15/2018,114
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Libertarian,11/15/2018,133
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Progressive,11/15/2018,2
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Independent Party,11/15/2018,779
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Nonaffiliated,11/15/2018,4944
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Nonaffiliated,11/15/2018,6941
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Constitution,11/15/2018,5
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Libertarian,11/15/2018,26
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Other,11/15/2018,112
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Republican,11/15/2018,2519
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Democrat,11/15/2018,11340
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Democrat,11/15/2018,11250
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Other,11/15/2018,134
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Independent Party,11/15/2018,1408
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Working Families Party of Oregon,11/15/2018,63
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Republican,11/15/2018,7408
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Progressive,11/15/2018,18
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Democrat,11/15/2018,1462
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Constitution,11/15/2018,1
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Constitution,11/15/2018,12
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Working Families Party of Oregon,11/15/2018,6
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Republican,11/15/2018,482
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Pacific Green,11/15/2018,108
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Pacific Green,11/15/2018,9
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Other,11/15/2018,16
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Libertarian,11/15/2018,146
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Working Families Party of Oregon,11/15/2018,21
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Pacific Green,11/15/2018,63
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Progressive,11/15/2018,9
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Nonaffiliated,11/15/2018,663
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Constitution,10/03/2018,5
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Republican,10/03/2018,488
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Other,10/03/2018,14
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Independent Party,10/03/2018,112
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Working Families Party of Oregon,10/03/2018,6
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Republican,10/03/2018,7386
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Constitution,10/03/2018,2
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Pacific Green,10/03/2018,7
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Nonaffiliated,10/03/2018,679
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Progressive,10/03/2018,19
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Other,10/03/2018,137
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Nonaffiliated,10/03/2018,6936
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Libertarian,10/03/2018,143
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Republican,10/03/2018,2532
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Progressive,10/03/2018,2
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Other,10/03/2018,108
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Progressive,10/03/2018,6
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Nonaffiliated,10/03/2018,4914
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Libertarian,10/03/2018,131
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Democrat,10/03/2018,11093
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Democrat,10/03/2018,11211
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Working Families Party of Oregon,10/03/2018,63
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Independent Party,10/03/2018,762
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Libertarian,10/03/2018,25
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Pacific Green,10/03/2018,114
MULTNOMAH,SR38,House District 38,5th Cong,US Congressional District 5,Democrat,10/03/2018,1452
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Pacific Green,10/03/2018,63
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Working Families Party of Oregon,10/03/2018,24
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Independent Party,10/03/2018,1346
CLACKAMAS,SR38,House District 38,5th Cong,US Congressional District 5,Constitution,10/03/2018,12
MULTNOMAH,SR38,House District 38,3rd Cong,US Congressional District 3,Other,09/05/2018,109
